id,biz_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,biz_phone,metal_spikes,play_five,c_holes,c_type,year_built,c_designer,c_season,guest_policy,dress_code,green_fees,weekend_rates,adv_tee,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only
7197,Best Western 108 Resort,4816 Telqua Dr,Cariboo G,BC,V0K 2Z0,,CANADA,,250,,,,PST,U,51.6472,51.7375309,-121.294,-121.3385155,(250) 791-5211,N,Y,18,Resort,0,Stan Leonard & Philip Tattersfield,Apr 15 to Oct 15,Open,"No denim, collared shirt and bermuda shorts required",$19 - $35,,,,,,,,,
7200,Royal York Golf Course,York Ave,Armstrong,BC,V0E 1B1,,CANADA,,250,,,,PST,U,50.4431,50.4339144,-119.1962,-119.1893884,(250) 546-9700,N,Y,9,Semi-private,1990,N/A,May 1 to Oct 31,Open,Shirt and shoes required,$15.00 - $25.00,,,,,,,,,
7201,Pacific Playgrounds Golf Course,2084 Saratoga Rd,Comox-Strathcona C,BC,V9J 1B3,,CANADA,,250,,,,PST,U,49.8485,49.8668413,-125.1333,-125.1231792,(250) 337-8212,N,Y,9,Semi-private,1972,Bob Nissen,Open all year,Open,No dress code,$15.00 - $20.00,,,,,,,,,
7206,Creston Golf Club,1800 Mallory Rd,Central Kootenay B,BC,V0B 1G2,,CANADA,,250,,,,MST,U,49.0986,49.0439498,-116.5104,-116.4919472,(250) 428-5515,Y,Y,18,Semi-private,1956,N/A,Apr 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$39,,,,,,,,,
7207,Semlin Valley Golf Course,1620 Fehr Way,Cache Creek,BC,V0K 1H0,,CANADA,,250,,,,PST,U,50.8125,50.806819,-121.3254,-121.322656,(250) 457-6666,Y,Y,9,Semi-private,1980,N/A,Mar 1 to Oct 30,Open,No tank tops or cutoffs,$16.00 - $25.00,,,,,,,,,
7209,Storey Creek Golf Club,McGimpsey Rd,Campbell River,BC,V9W 6J3,,CANADA,,250,,,,PST,U,49.9889,49.9297104,-125.2368,-125.1973429,(250) 923-3673,Y,Y,18,Semi-private,1989,Les Furber,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$28.00 - $43.00,,,,,,,,,
7211,Cottonwood Golf Course,1975 Haslam Rd,Nanaimo A,BC,V9X 1T1,,CANADA,,250,,,,PST,U,49.1479,49.0681031,-123.9639,-123.8610404,(250) 245-5157,N,Y,18,Semi-private,1996,N/A,Open all year,Open,No tank tops or cutoffs,$17 - $30,$19 wknd,14 days,,,,,,,
7212,Castlegar Golf Club,Castlegar Club Dr,Castlegar,BC,V1N 3N8,,CANADA,,250,,,,PST,U,49.3242,49.3255383,-117.6602,-117.6635163,(250) 365-5006,N,Y,18,Semi-private,1965,N/A,May 1 to Oct 30,Open,Shirt and shoes required,$23 - $36,,,,,,,,,
7214,Mount Brenton Golf Club,2816 Henry Rd,North Cowichan,BC,V0R 1K3,,CANADA,,250,,,,PST,U,48.9138,48.914532,-123.7065,-123.7135676,(250) 246-9322,N,Y,18,Semi-private,1948,Bill Robinson,Open all year,Open,No tank tops or cutoffs,$20.00 - $27.00,,,,,,,,,
7215,"Falls Golf & Country Club, The",8341 Nixon Rd,Chilliwack,BC,V4Z 1L3,,CANADA,,604,,,,PST,U,49.1716,49.1532666,-121.9511,-121.8084244,(604) 794-3300,Y,N,18,Semi-private,1996,Ted Locke,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$54.00 - $69.00,,,,,,,,,
7218,Natural Springs Golf Resort,Hwy 97 W,Chetwynd,BC,V0C 1J0,,CANADA,,250,,,,MST,U,55.6936,55.6953436,-121.596,-121.6304787,(250) 788-3944,Y,Y,9,Semi-private,1994,N/A,May 1 to Sep 30,Open,No dress code,$15.00 - $20.00,,,,,,,,,
7220,Christina Lake Golf Club,2 Ave,Christina Lake,BC,V0H 1R5,,CANADA,,,,,,,U,,49.0189,,-118.203,(250) 447-9313,N,Y,18,Semi-private,1963,Reg & Roy Stone,Apr 1 to Oct 30,Open,No tank tops or cutoffs,$37,,,,,,,,,
7222,Lycarya Golf Course,3616 Rural Route # 2,Clearwater,BC,V0E 1N0,,CANADA,,250,,,,PST,U,51.6131,51.642757,-120.1159,-120.031951,(250) 587-6100,N,Y,9,Semi-private,1987,N/A,Apr 1 to Oct 31,Open,No tank tops or cutoffs,$15.00 - $25.00,,,,,,,,,
7227,Vancouver Golf Club,771 Austin Ave,Coquitlam,BC,V3K 3N2,,CANADA,,604,,,,PST,U,49.2394,49.249123,-122.8532,-122.8771693,(604) 936-1131,N,Y,18,Private,1910,T. H. Gardner,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$133.75 - $133.75,,,,,,,,,
7228,Westwood Plateau Golf & Country Club,3251 Plateau Blvd,Coquitlam,BC,V3E 3R1,,CANADA,,604,,,,PST,U,49.3157,49.314255,-122.7447,-122.7883964,(604) 945-4007,Y,Y,18,Resort,1995,Dr. Michael Hurdzan,Apr 27 to Oct 14,Open,"No denim, collared shirt and bermuda shorts required",$149.00 - $149.00,,,,,,,,,
7230,Mulligans Golf Ctr Inc,4985 Cotton Rd,Comox-Strathcona B,BC,V9N 5Y9,,CANADA,,250,,,,PST,U,49.6805,49.7183664,-124.9792,-124.9952329,(250) 338-2440,N,Y,9,Semi-private,0,N/A,Open all year,Open,No dress code,$10.00 - $17.00,,,,,,,,,
7231,Sunnydale Golf & Country Club,5291 N Island Hwy Rural Route 2,Courtenay,BC,V9N 5M9,,CANADA,,,,,,,U,,,,,(250) 334-3232,N,Y,18,Semi-private,0,N/A,Open all year,Open,No tank tops or cutoffs,$19.00 - $29.00,,,,,,,,,
7232,Crown Isle Golf & Country Club,Club House Dr,Courtenay,BC,V9N 6Z8,,CANADA,,250,,,,PST,U,49.6805,49.6998691,-124.9792,-124.9830393,(250) 703-5050,Y,Y,18,Semi-private,1992,N/A,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$50 - $60,,,,,,,,,
7233,Fairmont Hot Springs Resort,Hwy 93/95,Fairmont Hot Springs,BC,V0B 1L0,,CANADA,,250,,,,MST,U,50.3346,50.2742804,-115.8521,-115.792294,(250) 345-6514,N,Y,18,Resort,1963,C. L. Wilder,Apr 1 to Oct 31,Open,Shirt and shoes required,$30.00 - $50.00,$35 wknd,365 days,,,,,,,
7234,Riverside Golf Resort at Fairmont,5097 Riverview Dr,East Kootenay F,BC,V0B 1L0,,CANADA,,250,,,,MST,U,50.3346,50.3300208,-115.8521,-115.862872,(250) 345-6346,Y,Y,18,Resort,1988,Don Seable,Apr 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$33.00 - $55.00,,,,,,,,,
7238,Cranbrook Golf Club,2 St S,Cranbrook,BC,V1C 4H8,,CANADA,,250,,,,MST,U,49.5006,49.5084491,-115.7667,-115.7571414,(888) 211-8855,Y,Y,18,Semi-private,1951,"R. Geddes, A. Finlay & F. Fergie",Apr 1 to Oct 30,Open,"Collared shirt, no cutoffs, denim OK",$22 - $38,,,,,,,,,
7239,Kokanee Springs Golf Resort,Crawford Creek Rd,Central Kootenay A,BC,V0B 1E0,,CANADA,,250,,,,MST,U,49.7009,49.6909599,-116.8003,-116.8031061,(250) 227-9226,N,Y,18,Resort,1968,Norman H. Woods,Apr 15 to Oct 15,Open,No tank tops or cutoffs,$25.00 - $46.00,,,,,,,,,
7240,Dawson Creek Golf & Country Club,Mile 2 1/2 Alaska Hwy,Dawson Creek,BC,V1G 4G7,,CANADA,,250,,,,MST,U,55.7667,,-120.2333,,(250) 782-7882,N,Y,18,Semi-private,1942,N/A,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$18 - $25,,,,,,,,,
7241,Beach Grove Golf Club,5946 12 Ave,Delta,BC,V4L 1C7,,CANADA,,604,,,,PST,U,49.0234,49.0246013,-123.0617,-123.0599549,(604) 943-9381,N,Y,18,Private,1932,N/A,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$40 - $50,,,,,,,,,
7245,Cultus Lake Golf Park,4000 Columbia Valley Hwy,Fraser Valley E,BC,V2R 5H6,,CANADA,,604,,,,PST,U,49.1717,49.0739938,-121.9512,-121.9636859,(604) 858-9902,N,Y,18,Semi-private,1992,Rob Bahnman,Open all year,Open,Shirt and shoes required,$11 - $23,,,,,,,,,
7248,Cowichan Golf & Country Club,4955 T C Hwy,Duncan,BC,V9O 3X1,,CANADA,,,,,,,U,,,,,(250) 746-5333,N,Y,18,Semi-private,1947,N/A,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$37.45,,,,,,,,,
7250,Farmington Fairways,Mile 10 Alaska Hwy,Farmington,BC,V0C 1N0,,CANADA,,250,,,,MST,U,55.8941,,-120.4786,,(250) 843-7774,N,Y,9,Semi-private,1993,,May 1 to Oct 30,Open,No dress code,$10.00 - $18.00,,,,,,,,,
7252,Fauquier & District Golf Club,Hwy 6,Fauquier,BC,V0G 1K0,,CANADA,,250,,,,PST,U,49.8817,49.9964075,-118.0675,-118.1419025,(250) 269-7414,N,Y,9,Semi-private,1969,,Apr 1 to Oct 31,Open,No dress code,$12.00 - $18.00,,,,,,,,,
7253,Fort Langley Golf Course,9782 McKinnon Crescent,Langley,BC,V1M 2R5,,CANADA,,604,,,,PST,U,49.1034,49.1785669,-122.6544,-122.5968565,(604) 888-5911,N,Y,18,Semi-private,1969,,Open all year,Open,No tank tops or cutoffs,$20.00 - $37.00,,,,,,,,,
7254,Fernie Golf & Country Club,Fairway Dr,Fernie,BC,V0B 1M5,,CANADA,,250,,,,MST,U,49.4993,49.5141507,-115.0491,-115.0545693,(250) 423-7773,Y,Y,18,Semi-private,1905,Bill Newis,May 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$25.00 - $40.00,,,,,,,,,
7258,Lake Point Golf & Country Club,Mile 54 on Alaska Hwy,Fort St John,BC,V1J 4H7,,CANADA,,250,,,,MST,U,56.2507,,-120.8494,,(250) 785-5566,N,Y,18,Semi-private,1958,,May 1 to Oct 31,Open,No tank tops or cutoffs,$20.00 - $35.00,,,,,,,,,
7260,Champion Lakes Golf Club,Champion Lakes Rd,Fruitvale,BC,V0G 1L0,,CANADA,,250,,,,PST,U,49.1166,49.113684,-117.5494,-117.548799,(250) 367-7001,Y,Y,9,Semi-private,1991,Boyd Barr,Apr 15 to Nov 1,Open,Shirt and shoes required,$17 - $26,,,,,,,,,
7262,Gabriola Golf & Country Club,"Gabriola Golf &amp; Country Club, 825 S Rd",Gabriola Island,BC,V0R 1X4,,CANADA,,250,,,,PST,U,49.1866,49.1539,-123.8406,-123.831,(250) 247-8822,N,Y,9,Semi-private,1977,,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$12.00 - $19.00,,,,,,,,,
7263,Galiano Golf & Country Club,24 St Andrews Dr,Galiano Island,BC,V0N 1P0,,CANADA,,250,,,,PST,U,48.7862,,-123.2839,,(250) 539-5533,N,Y,9,Semi-private,1935,,Open all year,Open,No tank tops or cutoffs,$17.00 - $25.00,,,,,,,,,
7264,Salt Spring Island Golf & Country Club,805 Lower Ganges Rd,Capital F,BC,V8K 1R9,,CANADA,,250,,,,PST,U,48.8908,48.8723031,-123.5398,-123.5292083,(250) 537-2121,N,Y,9,Semi-private,1928,N/A,Open all year,Open,No tank tops or cutoffs,$18.00 - $28.00,,,,,,,,,
7265,Sunshine Coast Golf & Country Club,Off Sunshine Coast Hwy,Gibsons,BC,V0N 1V0,,CANADA,,604,,,,PST,U,49.4078,49.3984929,-123.5066,-123.4507319,(604) 885-9212,N,Y,18,Semi-private,1969,Ernest Brown & Roy Taylor,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$21.50 - $33.50,,,,,,,,,
7267,Gold River Golf & Country Club,Gold River Club Dr,Gold River,BC,V0T 1G0,,CANADA,,,,,,,U,,,,,(250) 283-7266,N,Y,9,Semi-private,1992,Jack Reimer,Open all year,Open,No tank tops or cutoffs,$17.00 - $25.00,,,,,,,,,
7268,Golden Golf & Country Club,Golden Club Dr,Golden,BC,V0A 1H0,,CANADA,,250,,,,MST,U,51.2934,51.3871539,-116.9615,-117.2253615,(250) 344-2700,Y,Y,18,Semi-private,1983,Les Furber,Apr 15 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$30.00 - $42.00,,,,,,,,,
7269,Porter Creek Golf,Hwy 3,Greenwood,BC,V0H 1J0,,CANADA,,250,,,,PST,U,49.0923,,-118.6787,,(250) 445-6443,N,Y,9,Semi-private,1991,N/A,May 1 to Oct 31,Open,"No denim, collared shirt required",$12.00 - $18.00,,,,,,,,,
7271,Oak Tree Golf Course,3891 Hot Springs Rd,Kent,BC,V0M 1A3,,CANADA,,,,,,,U,,49.2794951,,-121.783029,(604) 796-9009,N,Y,9,Resort,1930,N/A,Mar 1 to Oct 31,Open,Shirt and shoes required,$18.00 - $35.00,$19 wknd,7 days,,,,,,,
7274,Hope Golf & Country Club,Golf Course Rd,Hope,BC,V0X 1L0,,CANADA,,604,,,,PST,U,49.3902,49.3866853,-121.4405,-121.4336311,(604) 869-5881,N,Y,9,Semi-private,1965,N/A,May 1 to Oct 30,Open,Shirt and shoes required,$16.00 - $30.00,,,,,,,,,
7277,Eagle Ranch,RR 3,Invermere,BC,V0A 1K3,,CANADA,,250,,,,MST,U,50.5152,50.5086083,-116.0344,-116.0305734,(250) 392-0820,Y,Y,18,Semi-private,2000,Bill Robinson,Apr 15 to Oct 15,N/A,"No denim, collared shirt required",$75 - $89,,,,,,,,,
7279,St. Andrews by the Lake Golf Course,Rural Route #1 Site 30B C9,Kaleden,BC,V0H 1K0,,CANADA,,250,,,,PST,U,49.3875,49.4058165,-119.5984,-119.6566398,(250) 497-5648,N,Y,9,Semi-private,1978,N/A,Apr 1 to Oct 31,Open,No tank tops or cutoffs,$17.00 - $25.00,,,,,,,,,
7281,Rivershore Golf Links,330 Rivershore Dr,Kamloops,BC,V2H 1S1,,CANADA,,250,,,,PST,U,50.7175,50.76868,-120.3061,-120.277716,(250) 573-3442,Y,Y,18,Semi-private,1981,"Robert Trent Jones, Sr.",Mar 15 to Nov 15,Open,"Collared shirt, no cutoffs, denim OK",$32.00 - $60.00,,,,,,,,,
7282,Kamloops Golf & Country Club,2960 Tranquille Rd,Kamloops,BC,V2B 8B6,,CANADA,,250,,,,PST,U,50.7081,50.7097593,-120.3813,-120.4307184,(250) 376-3231,N,Y,18,Semi-private,1952,N/A,Mar 1 to Oct 30,Open,No tank tops or cutoffs,$23.00 - $45.00,,,,,,,,,
7283,Aberdeen Hills Golf Links,1185 Links Way,Kamloops,BC,V1S 1S9,,CANADA,,250,,,,PST,U,50.6287,50.6406089,-120.3949,-120.3695053,(250) 828-1149,N,Y,18,Semi-private,1985,N/A,Mar 15 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$16 - $30,,,,,,,,,
7284,McArthur Island Golf Club,1500 Island Pkwy,Kamloops,BC,V2B 7K6,,CANADA,,,,,,,U,,50.6969237,,-120.3805634,(250) 554-3211,N,Y,9,Semi-private,1992,N/A,May 1 to Oct 31,Open,Shirt and shoes required,$13.00 - $19.00,,,,,,,,,
7287,Pineridge Golf Course,4725 Trans-Canada Hwy,Kamloops,BC,V2C 5X4,,CANADA,,250,,,,PST,U,50.6697,50.6697548,-120.3253,-120.2044857,(250) 573-4333,N,Y,18,Semi-private,1990,N/A,May 1 to Oct 31,Open,Shirt and shoes required,$14.50 - $19.50,$21 wknd,Yes,,,,,,,
7288,Dunes Golf Course at Kamloops,652 Dunes Dr,Kamloops,BC,V2B 8M8,,CANADA,,250,,,,PST,U,50.7081,50.7795101,-120.3813,-120.3297646,(250) 579-3300,N,Y,18,Semi-private,1995,,Mar 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$28 - $52,,,,,,,,,
7290,Kaslo Golf & Country Club,320 Oak St,Kaslo,BC,V0G 1A0,,CANADA,,250,,,,PST,U,49.728,49.9058593,-116.9097,-116.9110061,(250) 353-2262,N,Y,9,Semi-private,1922,N/A,May 1 to Oct 31,Open,Shirt and shoes required,$15.00 - $23.00,,,,,,,,,
7292,Canyon Course at Gallagher's Canyon Golf Resort,4320 Gallaghers Dr W,Kelowna,BC,V1W 3Z8,,CANADA,,250,,,,PST,U,49.8396,49.8402922,-119.4449,-119.3819538,(250) 861-4240,N,N,27,Semi-private,1980,William G. Robinson & Les Furber,Apr 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$105.00 - $105.00,,,,,,,,,
7293,"Harvest Golf Club, The",2725 KLO Rd,Kelowna,BC,V1W 2S1,,CANADA,,250,,,,PST,U,49.8396,,-119.4449,,(250) 862-3103,Y,Y,18,Resort,1994,Graham Cooke,Mar 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$75.00 - $75.00,,,,,,,,,
7294,Kelowna Golf & Country Club,1297 Glenmore Dr,Kelowna,BC,V1Y 4P4,,CANADA,,250,,,,PST,U,49.8851,49.8963543,-119.4892,-119.4544436,(250) 763-2736,Y,Y,18,Semi-private,1923,Vernon Macan,Mar 15 to Nov 15,Open,"No denim, collared shirt and bermuda shorts required",$65.00 - $65.00,,,,,,,,,
7295,Kelowna Springs Golf Course,480 Penno Rd,Kelowna,BC,V1X 6S3,,CANADA,,250,,,,PST,U,49.8849,49.9219247,-119.4149,-119.3789928,(250) 765-4653,Y,Y,18,Semi-private,1991,Les Furber & Jim Eremko,Mar 20 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$24.00 - $35.00,,,,,,,,,
7296,Lake Okanagan Resort,2751 Westside Rd,Central Okanagan G,BC,V1Z 3Y6,,CANADA,,250,,,,PST,U,49.8733,50.0130406,-119.5431,-119.4941324,(250) 769-3511,N,Y,9,Resort,1981,N/A,Apr 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$15.00 - $25.00,,,,,,,,,
7297,Shadow Ridge Golf Club,3770 Bulman Rd,Kelowna,BC,V1Y 7P7,,CANADA,,,,,,,U,,,,,(250) 765-7777,N,Y,18,Semi-private,1988,N/A,Mar 15 to Nov 15,Open,"Collared shirt, no cutoffs, denim OK",$24.00 - $35.00,$49 wknd,7 days,,,,,,,
7299,Mission Creek Golf Club,1959 KLO Rd,Kelowna,BC,V1W 2H8,,CANADA,,250,,,,PST,U,49.8396,,-119.4449,,(250) 860-3210,N,Y,18,Semi-private,1967,N/A,May 1 to Oct 31,Open,Shirt and shoes required,$16.00 - $22.50,,,,,,,,,
7300,"The Bear Course at Okanagan Golf Club, The",3200 Via Centrale,Kelowna,BC,V1V 2J5,,CANADA,,250,,,,PST,U,49.9005,49.9538499,-119.4812,-119.3975684,(250) 765-5955,N,Y,36,Semi-private,1999,Jack Nicklaus,Apr 1 to Oct 31,Open,"No denim, collared shirt and bermuda shorts required",$95.00 - $95.00,,,,,,,,,
7302,Sunset Ranch Golf Club,4001 Anderson Rd,Central Okanagan I,BC,V1X 7V8,,CANADA,,250,,,,PST,U,49.8849,49.9422176,-119.4149,-119.3527254,(250) 765-7700,N,Y,18,Semi-private,1991,J. Bruce Carr,Mar 1 to Oct 31,Open,No tank tops or cutoffs,$29.00 - $45.00,,,,,,,,,
7303,Kimberley Golf Club,Kimberley Ave,Kimberley,BC,V1A 2Y6,,CANADA,,250,,,,MST,U,49.6802,49.6871458,-115.9794,-115.9846336,(250) 427-4161,Y,Y,18,Semi-private,1924,N/A,Apr 15 to Oct 15,Open,No tank tops or cutoffs,$20.00 - $35.00,,,,,,,,,
7305,Hirsch Creek Golf & Winter Club,2000 Kingfisher Ave,Kitimat,BC,V8C 2L4,,CANADA,,250,,,,PST,U,54.0497,54.0674464,-128.5507,-128.6330893,(250) 632-4653,N,Y,18,Semi-private,1972,Norman H. Woods,May 1 to Oct 15,Open,No tank tops or cutoffs,$20.00 - $32.00,,,,,,,,,
7310,Meadow Creek Golf Club,Meadow Creek Rd,Logan Lake,BC,V0K 1W0,,CANADA,,250,,,,PST,U,50.4996,50.500736,-120.7991,-120.7929027,(250) 523-6666,N,Y,9,Semi-private,1989,N/A,Apr 30 to Oct 15,Open,Shirt and shoes required,$65.00 - $65.00,,,,,,,,,
7313,MacKenzie Golf & Country Club,472 Cicada Rd,Mackenzie,BC,V0J 2C0,,CANADA,,250,,,,PST,U,55.343,55.324147,-123.104,-123.089358,(250) 997-4004,N,Y,9,Semi-private,1972,N/A,May 1 to Oct 31,Open,No tank tops or cutoffs,$14.00 - $22.00,,,,,,,,,
7314,Pender Harbour Golf Club,Hwy 101,Madeira Park,BC,V0N 2H0,,CANADA,,604,,,,PST,U,49.5593,49.6061384,-123.9953,-123.9867455,(604) 883-9541,N,Y,9,Semi-private,1986,N/A,Open all year,Open,No dress code,$16.00 - $24.00,,,,,,,,,
7319,Mission Golf & Country Club,7983 Nelson St,Mission,BC,V4S 1E5,,CANADA,,604,,,,PST,U,49.1976,49.1472686,-122.445,-122.3551232,(604) 826-7617,N,Y,9,Semi-private,1961,Norman H. Woods,Open all year,Open,No tank tops or cutoffs,$16.00 - $31.00,,,,,,,,,
7322,Nakusp Centennial Golf Course,Hwy 1,Nakusp,BC,V0G 1R0,,CANADA,,250,,,,PST,U,50.2492,50.2299274,-117.7992,-117.7791832,(250) 265-4531,N,Y,9,Semi-private,1967,,Apr 15 to Oct 15,Open,"No denim, collared shirt and bermuda shorts required",$15.00 - $20.00,,,,,,,,,
7324,"Nanaimo Golf Club, The",2800 Highland Blvd,Nanaimo,BC,V9S 3N3,,CANADA,,250,,,,PST,U,49.183,49.1983675,-123.975,-123.9842347,(250) 758-2451,N,Y,18,Semi-private,1962,Vernon Macan,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$30.00 - $55.00,,,,,,,,,
7327,Fairwinds Golf Course,3730 Fairwinds Dr,Nanoose Bay,BC,V9P 9H1,,CANADA,,250,,,,PST,U,49.3229,49.2776,-124.3246,-124.127,(250) 468-7666,N,Y,18,Semi-private,1989,Les Furber & Jim Eremko,Open all year,Open,No tank tops or cutoffs,$25.00 - $45.00,$40 wknd,2 days,,,,,,,
7329,Granite Ridge Golf Club,9503 Dublin Line,Milton,ON,L9T 2X7,,CANADA,,905,,,,EST,U,43.5169,43.5171674,-79.8826,-79.9696277,(905) 878-5494,N,Y,18,Semi-private,1996,N/A,Apr 1 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$35.00 - $45.00,,,,,,,,,
7330,Slocan Lake Golf Course,Golf Course Rd,Central Kootenay H,BC,V0G 1S0,,CANADA,,250,,,,PST,U,49.9923,50.0158453,-117.3715,-117.3875784,(250) 358-2408,N,Y,9,Semi-private,1927,James Greer & Neil Tatrie,Apr 1 to Oct 31,Open,Shirt and shoes required,$14.00 - $22.00,,,,,,,,,
7331,Seymour Golf & Country Club,3723 Mt Seymour Pkwy,North Vancouver,BC,V7G 1R6,,CANADA,,604,,,,PST,U,49.3253,49.3159361,-122.951,-122.9670197,(604) 929-2611,Y,N,18,Semi-private,1954,N/A,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$48.00 - $48.00,$10 wknd,Yes,,,,,,,
7333,Fairview Mountain Golf Club,Old Golf Course Rd,Oliver,BC,V0H 1T0,,CANADA,,250,,,,PST,U,49.1841,,-119.5499,,(250) 498-3521,N,Y,18,Semi-private,1991,Les Furber,Mar 1 to Nov 1,Open,No tank tops or cutoffs,$27.00 - $45.00,,,,,,,,,
7334,Cherry Grove Golf & Country Club,Vincor St,Oliver,BC,V0H 1T0,,CANADA,,250,,,,PST,U,49.1841,49.1827778,-119.5499,-119.5513889,(250) 498-2880,N,Y,9,Semi-private,1961,"Paul Eisenhut, Sr.",Mar 1 to Oct 31,Open,Shirt and shoes required,$20 - $29,,,,,,,,,
7335,Desert/Meadows Course at Osoyoos Golf & Country Club,Hwy 97,Osoyoos,BC,V0H 1V1,,CANADA,,250,,,,PST,U,49.0216,49.018774,-119.4681,-119.468593,(250) 495-7003,Y,Y,27,Semi-private,1972,Boyd Barr,Jan 21 to Nov 30,Open,No tank tops or cutoffs,$25.00 - $43.00,,,,,,,,,
7337,Greywolf at Panorama Resort,"Panorama Mountain Village, Bag Service 7000",Panorama,BC,V0A 1K5,,CANADA,,250,,,,MST,U,50.5152,50.455991,-116.0344,-116.23112,(250) 342-6941,Y,Y,18,Resort,1999,Doug Carrick,May 14 to Oct 11,Open,"Collared shirt, no cutoffs, denim OK",$90.00 - $90.00,,,,,,,,,
7338,Morningstar Golf Club,525 Lowry's Rd,Parksville,BC,V9P 2R8,,CANADA,,250,,,,PST,U,49.3229,49.3339494,-124.3246,-124.3630874,(250) 248-8161,N,Y,18,Semi-private,1990,Les Furber,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$30.00 - $50.00,$16 wknd,14 days,,,,,,,
7340,Big Sky Golf & Country Club,1690 Airport Rd,Pemberton,BC,V0N 1W0,,CANADA,,604,,,,PST,U,49.6789,49.7007417,-124.4907,-124.5457699,(604) 894-6106,Y,Y,18,Semi-private,1994,Bob Cupp,Apr 15 to Oct 15,Open,"No denim, collared shirt and bermuda shorts required",$125,,,,,,,,,
7341,Pemberton Valley Golf Club,1730 Airport Rd,Pemberton,BC,V0N 1W0,,CANADA,,604,,,,PST,U,49.6789,49.7007417,-124.4907,-124.5457699,(604) 894-5122,Y,Y,18,Semi-private,1988,Bob Cupp,Apr 1 to Oct 31,Open,"Collared shirt, no cutoffs, denim OK",$25.00 - $46.50,,,,,,,,,
7342,Pembroke Shores Golf Club,Rural Route 6,Pembroke,ON,K8A 6X1,,CANADA,,613,,,,EST,U,45.8265,45.8265207,-77.1329,-77.1099959,(613) 732-1665,N,Y,18,Semi-private,1933,,Apr 30 to Oct 30,Open,"No denim, collared shirt and bermuda shorts required",$14.00 - $25.00,,,,,,,,,
7343,Pender Island Golf & Country Club,Rural Route 1 Otter Bay Rd,Pender Island,BC,V0N 2M0,,CANADA,,250,,,,PST,U,48.7862,,-123.2839,,(250) 629-6659,N,Y,9,Semi-private,1945,Sandy Crawford,Open all year,Open,No dress code,$17.00 - $25.00,,,,,,,,,
7346,Penticton Golf & Country Club,799 Eckhardt Ave W,Penticton,BC,V2A 1P9,,CANADA,,250,,,,PST,U,49.4969,49.49373,-119.5987,-119.6052038,(250) 492-8727,N,Y,18,Semi-private,1925,Vernon Macan,Feb 15 to Dec 1,Open,No tank tops or cutoffs,$20.00 - $40.00,,,,,,,,,
7349,North Course at Golden Eagle Golf Club,21770 Ladner Rd,Pitt Meadows,BC,V3Y 1Z1,,CANADA,,604,,,,PST,U,49.2691,49.2934888,-122.6861,-122.616802,(604) 460-1111,N,Y,36,Semi-private,1994,,Apr 1 to Oct 31,Open,"Collared shirt, no cutoffs, denim OK",$24.00 - $43.00,,,,,,,,,
7350,Meadow Gardens Golf Course,19675 Meadow Gardens Way,Pitt Meadows,BC,V3Y 2T5,,CANADA,,604,,,,PST,U,49.2691,49.2267397,-122.6861,-122.6756884,(604) 465-5474,N,Y,18,Semi-private,1967,N/A,Open all year,Open,Shirt and shoes required,$45.00 - $55.00,,,,,,,,,
7351,Swan-e-set Bay Resort & Country Club (Links Course at Swan-e-set Bay Resort & Country Club),16651 Rennie Rd,Pitt Meadows,BC,V3Y 1Z1,,CANADA,,604,,,,PST,U,49.2691,49.2740699,-122.6861,-122.6790561,(604) 465-9380,Y,Y,36,Semi-private,1994,Lee Trevino,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$125.00 - $125.00,,,,,,,,,
