id,biz_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,biz_phone,metal_spikes,play_five,c_holes,c_type,year_built,c_designer,c_season,guest_policy,dress_code,green_fees,weekend_rates,adv_tee,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
4375,Sandy Run Country Club,200 Valley Green Rd,Oreland,PA,19075,,USA,Montgomery,215,42091,,6160,EST,Y,40.1145,40.1219344,-75.1853,-75.2025162,(215) 836-5055,Y,Y,18,Private,1925,,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$35.00 - $45.00,$45 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11873,,,,,,
4376,Schuylkill Country Club,Pennsylvania 443,Orwigsburg,PA,17961,,USA,Schuylkill,570,42107,,,EST,Y,40.633,40.6663281,-76.068,-76.0866738,(570) 366-0733,Y,Y,18,Private,0,Donald Ross,Mar 1 to Dec 1,Reciprocal,"No denim, collared shirt and bermuda shorts required",$30.00 - $35.00,$35 wknd,Yes,"Previously known as ""Outdoor Club of Pottsville"".",https://www.golfpass.com/travel-advisor/xgo/11874,,,,,,
4377,Wyncote Golf Club,50 Wyncote Dr,Oxford,PA,19363,,USA,Chester,610,42029,,6160,EST,Y,39.7885,39.8132704,-75.9731,-75.9706921,(610) 932-8900,Y,Y,18,Semi-private,1993,"Ault, Clark & Associates",Open all year,Open,"No denim, collared shirt and bermuda shorts required",$55.00 - $88.00,$80 wknd,14 days,"Wyncote Golf Club in Oxford is one of the most challenging courses in the area. The heathlands layout feels like a links course with wind being an important factor and thick fescue coming into play. The golf course starts with an especially tough front nine but there are more scoring opportunities on the back. Mounded bunkers and moguls define the movement of the fairways and though there aren't many trees, if you don't keep your shots straight you might find yourself out-of-bounds or lost in the high, wiry grass. Sidehill lies await you as well as a few blind shots. Wyncote's greens have little undulation but the lightning fast putting surfaces are a challenge for players of all skill levels. With a few ""grip it and rip it"" holes mixed in, Wyncote Golf Club is a tough but fair test.",https://www.golfpass.com/travel-advisor/xgo/1419,,,,,,
4378,Blue Ridge Country Club,2230 Fireline Rd,Palmerton,PA,18071,,USA,Carbon,610,42025,240,,EST,Y,40.8306,40.81341,-75.5685,-75.620771,(610) 826-2504,Y,Y,18,Private,1916,New Jersey Zinc Co.,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$20.00 - $50.00,$20 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/13016,,,,,,
4379,Waynesborough Country Club,440 Darby Paoli Rd,Berwyn,PA,19312,,USA,Chester,610,42029,,6160,EST,Y,40.0321,40.028046,-75.449,-75.4639348,(610) 296-2131,Y,Y,18,Private,1965,George Fazio,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$55.00 - $65.00,$65 wknd,2 days,,https://www.golfpass.com/travel-advisor/xgo/11876,,,,,,
4380,Indian Hills Golf,Rural Route 2,Paxinos,PA,17860,,USA,Northumberland,570,42097,,,EST,Y,40.8354,40.832302,-76.6402,-76.5871963,(570) 644-1972,Y,Y,18,Private,1923,,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$25.00 - $25.00,$25 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/1542,,,,,,
4385,Bala Golf Club,2200 Belmont Ave,Philadelphia,PA,19131,,USA,Philadelphia,215,42101,,6160,EST,Y,39.9892,39.9953229,-75.2197,-75.2183056,(215) 877-0661,Y,Y,18,Private,1901,William S. Flynn,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$60.00 - $70.00,$50 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/20417,,,,,,
4391,Philadelphia Quartet Golf Club,1075 Southampton Rd,Philadelphia,PA,19116,,USA,Philadelphia,215,42101,,6160,EST,Y,40.1159,40.126331,-75.014,-75.002347,(215) 676-3939,N,Y,9,Semi-private,1960,,Apr 15 to Dec 15,Open,"Collared shirt, no cutoffs, denim OK",$9.00 - $10.00,$10 wknd,Yes,,,,,,,,
4392,Torresdale-Frankford Country Club,Frankford Ave &amp; Grant Ave,Philadelphia,PA,19114,,USA,Philadelphia,215,42101,,6160,EST,Y,40.0685,40.0604631,-75.0042,-74.9903669,(215) 824-2155,Y,Y,18,Private,1895,Willie Campbell,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00 - $50.00,$50 wknd,Yes,,,,,,,,
4394,Philipsburg Country Club,Old Route 322,Philipsburg,PA,16866,,USA,Centre,814,42027,8050,,EST,Y,40.8621,40.91044,-78.166,-78.2469889,(814) 342-1114,Y,Y,9,Semi-private,1935,,Apr 15 to Nov 15 (closed on Mondays),Open,No tank tops or cutoffs,$10.00 - $20.00,$20 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11888,,,,,,
4397,Phoenixville Country Club,Country Club Rd,Phoenixville,PA,19460,,USA,Chester,610,42029,,6160,EST,Y,40.1221,40.0982981,-75.5397,-75.4901316,(610) 935-9320,Y,Y,9,Private,1915,,Apr 1 to Nov 1,Reciprocal,"No denim, collared shirt and bermuda shorts required",$28.00 - $35.00,$35 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11891,,,,,,
4398,RiverCrest Golf Club and Preserve,100 Golf Club Dr,Phoenixville,PA,19460,,USA,Chester,610,42029,,6160,EST,Y,40.1221,40.1545329,-75.5397,-75.4932646,(610) 933-7777,Y,Y,18,Private,2004,Ron Coruzzi,Mar 1 to Dec 1,Open,Shirt and shoes required,$40.00 - $90.00,,,,https://www.golfpass.com/travel-advisor/xgo/20619,,,,,,
4400,Alcoma Golf Club,6700 Saltsburg Rd,Pittsburgh,PA,15235,,USA,Allegheny,412,42003,6280,,EST,Y,40.4601,40.4775599,-79.8243,-79.804853,(412) 793-3025,N,Y,18,Private,1923,Emil Loeffler & John McGlynn,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$20.00 - $55.00,$55 wknd,Yes,,,,,,,,
4401,Chartiers Country Club,Baldwin Rd,Pittsburgh,PA,15205,,USA,Allegheny,412,42003,6280,,EST,Y,40.4356,40.4318434,-80.0876,-80.094753,(412) 921-5360,Y,Y,18,Private,1919,"Willie Park, Jr.",Apr 1 to Nov 1 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$30.00 - $65.00,$50 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11896,,,,,,
4402,Churchill Valley Country Club,800 Beulah Rd,Pittsburgh,PA,15235,,USA,Allegheny,412,42003,6280,,EST,Y,40.4601,40.432172,-79.8243,-79.838887,(412) 243-0415,N,Y,18,Private,1933,,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$35.00 - $55.00,$55 wknd,Yes,,,,,,,,
4403,Edgewood Country Club,100 Churchill Rd,Pittsburgh,PA,15235,,USA,Allegheny,412,42003,6280,,EST,Y,40.4601,40.432264,-79.8243,-79.83202,(412) 823-2220,Y,Y,18,Private,1921,Donald Ross,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$60.00 - $70.00,$70 wknd,3 days,,https://www.golfpass.com/travel-advisor/xgo/11899,,,,,,
4404,Fox Chapel Golf Club,426 Fox Chapel Rd,Pittsburgh,PA,15238,,USA,Allegheny,412,42003,6280,,EST,Y,40.5361,40.525014,-79.8859,-79.875846,(412) 963-7885,Y,Y,18,Private,1900,Seth Raynor,Apr 1 to Nov 1 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$65.00 - $85.00,$85 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11900,,,,,,
4405,Mount Lebanon Golf Course,1000 Pine Ave,Mt Lebanon,PA,15234,,USA,Allegheny,412,42003,6280,,EST,Y,40.3682,40.3702587,-80.017,-80.0245934,(412) 561-9761,N,Y,9,Semi-private,1935,,Open all year,Open,No tank tops or cutoffs,$8.00 - $14.00,$14 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11893,,,,,,
4406,Pittsburgh Field Club,121 Field Club Rd,Pittsburgh,PA,15238,,USA,Allegheny,412,42003,6280,,EST,Y,40.5361,40.512592,-79.8859,-79.883115,(412) 963-7700,Y,Y,18,Private,1882,Alex Findlay,Apr 1 to Nov 1 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$100.00 - $125.00,$125 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11903,,,,,,
4407,Championship Course at Saint Clair Country Club,2300 Old Washington Rd,Pittsburgh,PA,15241,,USA,Allegheny,412,42003,6280,,EST,Y,40.3301,40.331324,-80.0824,-80.073507,(412) 835-3394,N,Y,27,Private,1954,William & David Gordon,Apr 1 to Nov 1 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$35.00 - $75.00,,,,https://www.golfpass.com/travel-advisor/xgo/11906,,,,,,
4409,Shannopin Country Club,Windmere Rd,Pittsburgh,PA,15202,,USA,Allegheny,412,42003,6280,,EST,Y,40.5069,40.5146597,-80.0715,-80.0705355,(412) 761-6377,N,Y,18,Private,1920,Emil Loeffler & John McGlynn,Apr 1 to Nov 1 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$30.00 - $55.00,$55 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11904,,,,,,
4410,South Hills Country Club,4305 Brownsville Rd,Pittsburgh,PA,15236,,USA,Allegheny,412,42003,6280,,EST,Y,40.3383,40.357917,-79.9805,-79.9861279,(412) 884-5111,Y,Y,18,Private,1920,,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$50.00 - $55.00,$55 wknd,3 days,,https://www.golfpass.com/travel-advisor/xgo/11905,,,,,,
4412,Sunnybrook Golf Club,Joshua Rd,Plymouth Meeting,PA,19462,,USA,Montgomery,610,42091,,6160,EST,Y,40.111,40.107927,-75.271,-75.2463902,(610) 828-9631,Y,Y,18,Private,1956,William & David Gordon,Apr 1 to Nov 1,Closed,"No denim, collared shirt and bermuda shorts required",$18.00 - $35.00,$35 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11908,,,,,,
4413,East Course at Pocono Manor Inn & Golf Resort,Route,Moscow,PA,18444,,USA,Lackawanna,570,42069,7560,,EST,Y,41.3369,41.375188,-75.5571,-75.541959,(800) 233-8150,Y,Y,36,Resort,1902,Donald Ross,Apr 1 to Dec 31,Open,"No denim, collared shirt and bermuda shorts required",$12.00 - $38.00,,,"The Inn at Pocono Manor offers two championship golf courses, conveniently located less than two hours from New York, New Jersey, and Philadelphia. Surrounded by the beauty of the Poconos, the inn has earned a spot on the National Registry of Historic Places. George Fazio designed the West Course, and the East Course was Donald Ross' creation. The East Course, the original layout, has hosted a number of legendary players, including Arnold Palmer and Sam Snead, since 1912. Ross carefully sculpted the mountainous landscape to create a course that is both challenging and memorable. It is shorter and tighter than the other course but they are equal in level of difficulty. The golf course is defined by the interesting water hazards that come into play on several holes, but the scenic views are also a draw.",https://www.golfpass.com/travel-advisor/xgo/11909,,,,,,
4414,Timber Trails Golf Club,Route 434,Pocono Pines,PA,18350,,USA,Monroe,570,42089,,,EST,Y,41.1161,,-75.4653,,(570) 646-9060,Y,Y,9,Private,0,,Apr 15 to Nov 1,Closed,"No denim, collared shirt and bermuda shorts required",$14.50 - $30.50,$30.50 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11911,,,,,,
4417,Brookside Country Club,N Adams St &amp; Prospect St,Pottstown,PA,19464,,USA,Montgomery,610,42091,,6160,EST,Y,40.2616,40.2558411,-75.6182,-75.6283153,(610) 323-9755,Y,Y,18,Private,1916,,Mar 1 to Dec 1,Reciprocal,"No denim, collared shirt and bermuda shorts required",$40.00 - $45.00,$45 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11775,,,,,,
4419,"Club at Nevillewood, The",1000 Nevillewood Dr,Presto,PA,15142,,USA,Allegheny,412,42003,6280,,EST,Y,40.3829,40.383681,-80.1268,-80.124498,(412) 276-4653,Y,Y,18,Private,1992,Jack Nicklaus,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$150.00 - $150.00,$150 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11916,,,,,,
4422,Punxsutawney Country Club,N Main St,Punxsutawney,PA,15767,,USA,Jefferson,814,42065,,,EST,Y,40.9472,40.969034,-78.981,-79.012063,(814) 938-9760,Y,Y,18,Private,1924,,Mar 15 to Nov 15,Reciprocal,"Collared shirt, no cutoffs, denim OK",$13.00 - $25.00,$25 wknd,5 days,,https://www.golfpass.com/travel-advisor/xgo/11919,,,,,,
4424,Melody Lakes Golf Course,1045 NW End Blvd,Quakertown,PA,18951,,USA,Bucks,215,42017,,6160,EST,Y,40.4606,40.4694398,-75.3304,-75.3703866,(215) 538-1191,Y,N,9,Semi-private,1980,,Apr 15 to Oct 31,Open,No dress code,$3.50 - $3.50,$3.50 wknd,Yes,,,,,,,,
4425,Tanglewood Manor Golf Club,653 Scotland Rd,Quarryville,PA,17566,,USA,Lancaster,717,42071,4000,,EST,Y,39.8731,39.8580049,-76.1426,-76.2051426,(717) 786-2220,Y,Y,18,Semi-private,1965,George Fazio,Mar 1 to Dec 31,Open,"No denim, collared shirt and bermuda shorts required",$12.00 - $41.00,$41 wknd,14 days,,https://www.golfpass.com/travel-advisor/xgo/11922,,,,,,
4427,Berkshire Country Club,Route 183,Reading,PA,19608,,USA,Berks,610,42011,6680,,EST,Y,40.3199,40.3731859,-76.0339,-75.9676636,(610) 376-2536,Y,Y,18,Private,1910,"Willie Park, Jr.",Mar 1 to Dec 31 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$75.00 - $75.00,$75 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11923,,,,,,
4431,Reading Country Club,5311 Perkiomen Ave,Reading,PA,19606,,USA,Berks,610,42011,6680,,EST,Y,40.3351,40.2996761,-75.8521,-75.8493837,(610) 779-1626,Y,Y,18,Private,1921,Alex Finley,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt required",$22.00 - $40.00,$40 wknd,14 days,"Opened in 1923, Reading Country Club is one of the area's oldest golf courses. Located less than a half hour from King of Prussia, the course is easily accessible from anywhere in the greater Berks County area. Though it has a traditional layout that doesn't have the length that most modern courses do, that hasn't stopped it from being one of the most challenging public golf courses in Berks County. The rolling terrain provides a variety of elevation changes that range from subtle to dramatic. The course will test you with lightning fast, undulating greens that are protected by sand traps and there is punishing rough bordering the narrow, tree-lined fairways. Be prepared for uphill shots and blind approaches throughout the golf course. Reading Country Club's par 3s are especially notable for their difficulty.",https://www.golfpass.com/travel-advisor/xgo/11926,,,,,,
4432,Red Lion Country Club,150 Country Club Rd,Red Lion,PA,17356,,USA,York,717,42133,9280,,EST,Y,39.8974,39.891077,-76.608,-76.604724,(717) 244-2312,Y,Y,9,Private,0,,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$15.00  - $30.00,$30 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/41005,,,,,,
4434,Wanango Country Club,4th St,Oil City,PA,16301,,USA,Venango,814,42121,,,EST,Y,41.4798,41.4103257,-79.6741,-79.751355,(814) 677-5130,Y,Y,18,Private,1914,A. W. Tillinghast,Apr 1 to Nov 1 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$18.50 - $36.00,$36 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11930,,,,,,
4435,Northampton Valley Country Club,332 Newtown Richboro Rd,Richboro,PA,18954,,USA,Bucks,215,42017,,6160,EST,Y,40.2224,40.2186606,-74.9974,-74.9947471,(215) 355-2234,Y,Y,18,Semi-private,1964,Ed Ault,Open all year,Open,"Collared shirt, no other requirements",$26.00 - $33.50,$33.50 wknd,7 days,"Northampton Valley Country Club, proudly owned by Northampton Township, the golf course first opened in 1963. It is well known among locals as one of the Greater Philadelphia area's best courses. The layout has a classic design with tree-lined fairways and gently sloped greens. Several strategically placed bunkers lurk along the greens and there are a few water hazards that come into play as well. The par-70 golf course is a manageable 6,400 yards from the back tees. It's a traditional design that is player friendly enough for all skill levels but there are risk-reward opportunities that will appeal to low handicappers. In addition to the golf course, Northampton Valley has a driving range with new range balls which is open to the public and a 10,000 sq. ft. practice green with a pristine sand trap for patrons to work on their short game.",https://www.golfpass.com/travel-advisor/xgo/11931,,,,,,
4436,Elk County Country Club,Laurel Mill Rd,Ridgway,PA,15853,,USA,Elk,814,42047,,,EST,Y,41.4397,41.4184319,-78.7326,-78.7649826,(814) 776-6122,N,N,9,Private,0,,Mar 1 to Oct 30,Reciprocal,No tank tops or cutoffs,$8.00 - $20.00,$20 wknd,365 days,,https://www.golfpass.com/travel-advisor/xgo/10511,,,,,,
4437,Iron Masters Country Club,Country Club Rd,Roaring Spring,PA,16673,,USA,Blair,814,42013,280,,EST,Y,40.3282,40.3359086,-78.3835,-78.3908471,(814) 224-2915,Y,Y,18,Semi-private,1965,Ed Ault,Apr 1 to Dec 15,Open,No tank tops or cutoffs,$30.00 - $35.00,$35 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11933,,,,,,
4440,Spring Ford Country Club,Country Club Rd,Royersford,PA,19468,,USA,Montgomery,610,42091,,6160,EST,Y,40.2034,40.2124046,-75.5319,-75.5263366,(610) 948-8770,Y,Y,18,Private,1927,Meande,Mar 1 to Dec 25 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$32.50 - $65.00,$65 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11936,,,,,,
4443,St. Mary's Country Club,S Michael St,St Marys,PA,15857,,USA,Elk,814,42047,,,EST,Y,41.4573,41.4255452,-78.5342,-78.5555987,(814) 834-7888,N,Y,9,Private,1924,Devereux Emmet,Apr 1 to Nov 1,Closed,"Collared shirt, no cutoffs, denim OK",$11.00 - $26.00,$26 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/14279,,,,,,
4444,Windber Country Club,1392 Forest Hills Dr,Salix,PA,15952,,USA,Cambria,814,42021,3680,,EST,Y,40.2912,40.2909569,-78.718,-78.7774332,(814) 266-1416,Y,Y,18,Private,1961,James Harrison & Ferdinand Garbin,Apr 1 to Nov 1,Closed,"Collared shirt, no cutoffs, denim OK",$14.00 - $28.00,$28 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11940,,,,,,
4445,Kiskiminetas Springs School Golf Course,1888 Brett Ln,Saltsburg,PA,15681,,USA,Indiana,724,42063,,,EST,Y,40.454,40.4864553,-79.4218,-79.4514298,(724) 639-3586,N,U,9,Private,0,,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",,,Yes,,,,,,,,
4449,Chambersburg Country Club,3646 Scotland Rd,Chambersburg,PA,17202,,USA,,,,,,,U,,39.9661595,,-77.5922958,(717) 263-2931,Y,Y,18,Private,1974,Ed Ault,Apr 1 to Oct 31,Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00 - $50.00,$50 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11944,,,,,,
4452,Allegheny Country Club,Country Club Rd,Sewickley,PA,15143,,USA,Allegheny,412,42003,6280,,EST,Y,40.5741,40.5603855,-80.1457,-80.164323,(412) 741-7500,Y,Y,18,Private,1902,Tom Bendelow,May 15 to Dec 31,Reciprocal,"No denim, collared shirt and bermuda shorts required",$65.00 - $65.00,$65 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11947,,,,,,
4453,Diamond Run Golf Club,132 Laurel Oak Dr,Sewickley,PA,15143,,USA,Allegheny,412,42003,6280,,EST,Y,40.5741,40.559931,-80.1457,-80.094475,(412) 741-2582,Y,Y,18,Private,1992,Gary Player,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$32.50 - $70.00,$70 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/1425,,,,,,
4454,Sewickley Heights Golf Club,126 Backbone Rd,Sewickley,PA,15143,,USA,Allegheny,412,42003,6280,,EST,Y,40.5741,40.580937,-80.1457,-80.17211,(412) 741-7620,Y,Y,18,Private,1960,James Harrison & Ferdinand Garbin,Mar 1 to Nov 30 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$135.00 - $135.00,$110 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11948,,,,,,
4456,Sharon Country Club,1030 Forker Blvd,Sharon,PA,16146,,USA,Mercer,724,42085,7610,,EST,Y,41.2346,41.2475788,-80.4992,-80.4876417,(724) 981-6705,Y,Y,18,Private,1900,Tom Bendelow,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$65.00 - $65.00,$65 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/7250,,,,,,
4457,Huntsville Golf Club,30 Hayfield Rd,Shavertown,PA,18708,,USA,Luzerne,570,42079,7560,,EST,Y,41.2938,41.3078372,-75.9861,-76.0091525,(570) 674-6531,Y,Y,18,Private,1993,Rees Jones,Mar 15 to Nov 30 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$30.00 - $65.00,$65 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11951,,,,,,
4458,Blue/Red Course at Shawnee Inn & Golf Resort,1 River Rd,East Stroudsburg,PA,18301,,USA,Monroe,570,42089,,,EST,Y,41.0716,41.010132,-75.148,-75.1122726,(570) 424-4000,Y,Y,27,,1906,A. W. Tillinghast,Apr 1 to Nov 30,Open,"No denim, collared shirt required",$50.00 - $70.00,,,,,,,,,,
4463,Skytop Lodge,Rte 390,Skytop,PA,18357,,USA,Monroe,570,42089,,,EST,Y,41.2276,41.2314844,-75.2388,-75.231568,(570) 595-7401,Y,Y,18,Private,1929,Robert White,Apr 15 to Nov 15,Open,"No denim, collared shirt and bermuda shorts required",$35.00 - $65.00,$45 wknd,4 days,"Skytop Golf Course sprawls across rolling hills set against a backdrop provided by the beautiful Poconos. The course originally opened in 1927. It has a classic design with traditional features including wide fairways, but the trees that line them have matured into quite the challenge. The 6,656-yard length may seem short by modern standards but don't get too comfortable. This mountain golf course features a variety of elevation changes and nowhere is this more apparent than the small greens where the breaks can vary from subtle to dramatic, but they are almost all unexpected. The greens also play lightning fast. Strategically placed bunkers are lurking throughout but thankfully water only comes into play on two holes. Skytop Golf Course offers plenty of scenic respite as well, with panoramic views of West Mountain.",https://www.golfpass.com/travel-advisor/xgo/11955,,,,,,
4464,Oakview Golf Club,160 Ralston Rd,Slippery Rock,PA,16057,,USA,Butler,724,42019,6280,,EST,Y,41.0301,41.0376381,-80.052,-80.0152196,(724) 794-1173,Y,Y,18,Semi-private,1957,,Open all year,Open,"No denim, collared shirt required",$14.00 - $31.00,$20 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/4723,,,,,,
4466,Smethport Country Club,Main St Extension,Smethport,PA,16749,,USA,McKean,814,42083,,,EST,Y,41.791,41.8111748,-78.5153,-78.4447413,(814) 887-5641,Y,Y,9,Semi-private,1922,,Apr 1 to Oct 31,Open,No tank tops or cutoffs,$11.00 - $20.00,$20 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/11958,,,,,,
4467,Somerset Country Club,Rd 5,Somerset,PA,15501,,USA,Somerset,814,42111,3680,,EST,Y,40.0452,40.0928677,-79.1183,-79.0847469,(814) 445-5200,Y,Y,18,Private,0,,Apr 1 to Nov 1,Reciprocal,"No denim, collared shirt and bermuda shorts required",$25.00 - $45.00,$45 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11959,,,,,,
4474,Old York Road Country Club,801 Tennis Ave,Spring House,PA,19002,,USA,Montgomery,215,42091,,6160,EST,Y,40.1823,40.1668767,-75.2133,-75.2172882,(215) 643-2182,Y,Y,18,Private,1963,William F. Gordon,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$46.00 - $52.00,$52 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11968,,,,,,
4475,Rolling Green Golf Club,280 N State Rd,Springfield,PA,19064,,USA,Delaware,610,42045,,6160,EST,Y,39.9334,39.9413903,-75.3414,-75.3378925,(610) 328-5535,Y,Y,18,Private,1926,William S. Flynn & Howard C. Toomey,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$60.00 - $60.00,$60 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/10735,,,,,,
4478,The Eighteen Hole Course at Centre Hills Country Club,901 E Branch Rd,State College,PA,16801,,USA,Centre,814,42027,8050,,EST,Y,40.802,40.7934715,-77.8329,-77.8334844,(814) 238-0161,Y,Y,27,Private,1921,"Alex Findlay & Robert Trent Jones, Sr.",Apr 1 to Nov 1,Closed,"No denim, collared shirt and bermuda shorts required",$17.50 - $35.00,,,,,,,,,,
4480,Toftrees Resort,1 Country Club Ln,State College,PA,16803,,USA,Centre,814,42027,8050,,EST,Y,40.8081,40.8232245,-77.9215,-77.8971635,(814) 238-4111,Y,Y,18,Resort,1968,Ed Ault,Apr 1 to Nov 1,Open,"No denim, collared shirt and bermuda shorts required",$35.00 - $69.00,$69 wknd,14 days,,https://www.golfpass.com/travel-advisor/xgo/1430,,,,,,
4490,Tamiment Resort & Conference Center,Falls Rd,Bushkill,PA,18324,,USA,Pike,570,42103,,5660,EST,Y,41.1484,41.1216544,-75.0005,-74.9975467,(800) 532-8280,Y,Y,18,Resort,1948,"Robert Trent Jones, Sr.",Apr 15 to Nov 1,Open,"Collared shirt, no cutoffs, denim OK",$37.00 - $47.00,$60.90 wknd,7 days,,,,,,,,
4493,Indian Valley Country Club,650 Bergey Rd,Telford,PA,18969,,USA,Montgomery,215,42091,,6160,EST,Y,40.326,40.320383,-75.3739,-75.358289,(215) 723-3680,Y,Y,18,Private,1954,William & David Gordon,Apr 1 to Dec 1 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00 - $60.00,$60 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/11986,,,,,,
4497,North Eighteen Course at Cross Creek Resort,15867 Titusville Rd,Oilcreek,PA,16354,,USA,Crawford,814,42039,,,EST,Y,41.6792,41.6098785,-79.6541,-79.6175163,(814) 827-9611,N,Y,27,Resort,1959,Wynn Tredway,Apr 1 to Oct 1,Open,"No denim, collared shirt and bermuda shorts required",$23.95 - $50.84,,,,,,,,,,
4499,Pocono Farms Country Club,7000 Lake Rd,Tobyhanna,PA,18466,,USA,Monroe,570,42089,,,EST,Y,41.2007,41.1707525,-75.3845,-75.3791408,(570) 894-8441,Y,Y,18,Private,0,Art Wall,Apr 1 to Nov 1,Closed,"No denim, collared shirt and bermuda shorts required",$50.00 - $50.00,,,,https://www.golfpass.com/travel-advisor/xgo/11994,,,,,,
4500,Towanda Country Club,Rural Route 6,Towanda,PA,18848,,USA,Bradford,570,42015,,,EST,Y,41.7462,,-76.4753,,(570) 265-6939,Y,Y,18,Semi-private,1927,,Apr 1 to Nov 1,Open,"Collared shirt, no cutoffs, denim OK",$21.50 - $31.00,$31 wknd,30 days,,https://www.golfpass.com/travel-advisor/xgo/11995,,,,,,
